,Vehicle_Title,Rating
VERY SMOOTH AND QUIET.  IT HAS A GREAT ,,
AUDIO SYSTEM AND EASY TO USE AND REACH ,,
BECAUSE OF THE DIALS ALSO BEING ON THE ,,
STEERING WHEEL.  IT IS SAFER TO DRIVE ,,
IN THE RAIN BECAUSE OF THE ASR THAT IS ,,
AVAILABLE.  THE CARGO SPACE IN THE ,,
WAGON GIVE YOU PLENTY OF ROOM FOR ,,
TRAVEL STORAGE AND EVERYDAY USE.  ,,
7755,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),
Very satisfied. Makes driving in ,,
traffic less stressfull. A good solid ,,
ride and feel. No question best options ,,
for the price.,,
7756,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),3.125
7757,2004 Volkswagen Passat Wagon GLX Fwd 4dr Wagon (2.8L 6cyl 5A),4.75
7758,2004 Volkswagen Passat Wagon GLX Fwd 4dr Wagon (2.8L 6cyl 5M),4.875
7759,2004 Volkswagen Passat Wagon GLS 1.8T 4Motion AWD 4dr Wagon (1.8L 4cyl Turbo 5A),4.75
7760,2004 Volkswagen Passat Wagon W8 4Motion AWD 4dr Wagon (4.0L 8cyl 5A),
20th VW and was looking forward to a ,,
fast and sporty ride. The car is ,,
neither. Acceeleration lag from stand ,,
still is down right dangerous and then ,,
you jump like a frog! Gas mileage is ,,
horrendous ( 12 miles in City?). Back ,,
brakes warped & replaced at 20K. Tried ,,
to sell and realized one dealer ,,
offered all remaining 2003 W8's at $8K ,,
disocunt!,,
W8ing for a better Audi or Lexus.  ,,
7761,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),4.75
7762,2004 Volkswagen Passat Wagon W8 4Motion AWD 4dr Wagon (4.0L 8cyl 6M),4.875
7763,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5M),
business has more room than most Message ,,
centermidsize SUV's,,
7764,2004 Volkswagen Passat Wagon GLX Fwd 4dr Wagon (2.8L 6cyl 5M),4.875
7765,2004 Volkswagen Passat Wagon GL 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),5
7766,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),4.875
7767,2004 Volkswagen Passat Wagon W8 4Motion AWD 4dr Wagon (4.0L 8cyl 6M),4.25
7768,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5M),4.875
7769,2004 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.75
7770,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),4.875
7771,2004 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.125
7772,2004 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),
unmatched.  There is such an ,,
improvement with having the ESP turned ,,
on when driving on slick/wet roads.,,
7773,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),5
7774,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5M),4.75
7775,2004 Volkswagen Passat Wagon GLS 1.8T Fwd 4dr Wagon (1.8L 4cyl Turbo 5A),5
7776,2004 Volkswagen Passat Wagon GLX Fwd 4dr Wagon (2.8L 6cyl 5A),4.375
7777,2004 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),
period! the 4 motion is like glue in ,,
the snow & rain. every option you can ,,
think of is included. the ride and ,,
power are unmatched for this class. ,,
This is a true sports Wagon in every ,,
way. ,,
7778,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),4
7779,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),1.125
7780,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),5
7781,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),4.875
7782,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),3.375
7783,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5A),1.625
7784,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),3.125
7785,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),5
7786,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),4.625
7787,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.625
7788,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.75
7789,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),4.875
7790,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),1.5
7791,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),2.75
7792,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5A),3.5
7793,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),1.25
7794,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),3.375
7795,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),1.75
7796,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),3.375
7797,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),3.5
7798,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.75
7799,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),3.125
7800,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),4.75
7801,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5A),3.375
7802,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),4.875
7803,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),3.375
7804,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.625
7805,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.5
7806,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4
7807,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.25
7808,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),3.625
7809,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.875
7810,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),5
7811,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),3.75
7812,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),3.625
7813,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.75
7814,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),2.75
7815,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),3.5
7816,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),2.75
7817,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),3.5
7818,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),2.5
7819,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),3.75
7820,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),4.75
7821,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.625
7822,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),4.125
7823,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.75
7824,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),4.625
7825,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),3.25
7826,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),4.125
7827,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.5
7828,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.625
7829,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.875
7830,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.875
7831,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),4.5
7832,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),5
7833,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),5
7834,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.875
7835,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),3.25
7836,2004 Volkswagen Passat Sedan GLX Fwd 4dr Sedan (2.8L 6cyl 5M),4.25
7837,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.75
7838,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.375
7839,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),5
7840,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),3.25
7841,2004 Volkswagen Passat Sedan GLS 1.8T 4Motion AWD 4dr Sedan (1.8L 4cyl Turbo 5M),4.75
7842,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.875
7843,2004 Volkswagen Passat Sedan GLS 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.125
7844,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.125
7845,2004 Volkswagen Passat Sedan W8 4Motion AWD 4dr Sedan (4.0L 8cyl 5A),4.625
7846,2004 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),4.75
7847,2004 Volkswagen Passat Sedan GL 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M),4.75
7848,2004 Volkswagen Passat Diesel GL TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),3
7849,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),3.125
7850,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),1
7851,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),5
7852,2004 Volkswagen Passat Diesel GL TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),5
7853,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),5
7854,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),4.875
7855,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),3.625
7856,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),3.625
7857,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),4.75
7858,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),5
7859,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),5
7860,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),5
7861,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),4.75
7862,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),4.875
7863,2004 Volkswagen Passat Diesel GL TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),5
7864,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),4.125
7865,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),4.125
7866,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),5
7867,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),5
7868,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),4.875
7869,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),5
7870,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Sedan (2.0L 4cyl Turbodiesel 5A),4.875
7871,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),4.125
7872,2004 Volkswagen Passat Diesel GLS TDI Fwd 4dr Wagon (2.0L 4cyl Turbodiesel 5A),3.75
7873,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),5
7874,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),5
7875,2002 Volkswagen Passat Wagon GLS V6 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),5
7876,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),5
7877,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),5
7878,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),2.875
7879,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5A),2.25
7880,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5A),4.375
7881,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5A),4
7882,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.5
7883,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.75
7884,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5A),3.25
7885,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5A),3.75
7886,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5A),4.25
7887,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.125
7888,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.75
7889,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.375
7890,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),4.125
7891,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.5
7892,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.5
7893,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),2.625
7894,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.75
7895,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5M),4.875
7896,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.125
7897,2002 Volkswagen Passat Wagon GLS V6 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),2.25
7898,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.125
7899,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4
7900,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),3.875
7901,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.375
7902,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.875
7903,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.125
7904,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.75
7905,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),5
7906,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),2.875
7907,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.25
7908,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),4.75
7909,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.75
7910,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.625
7911,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5M),4.25
7912,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4
7913,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.875
7914,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),3.5
7915,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
it. The ride is very smooth and the car ,,
just feels solid - very nice on the ,,
highway. Leather seats are well worth ,,
the extra expense. ,,
7916,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
8T Wagon in April of 2004 for a ,,
cross-Canada trip heading west from ,,
Ottawa to Vancouver Island then North ,,
through Dawson Creek B.C. (mile 0 of the ,,
Alaska Highway) and further north to ,,
Great Slave Lake (above the 60th ,,
Parallel) and back. The trip totalled ,,
17000km and took 205 hours according to ,,
the trip computer. The Passat swallowed ,,
all of our gear and never complained ,,
through a daily average of 6 hours on ,,
the road at speeds anywhere from 30 to ,,
75 mph. We averaged 36mpg over the full ,,
distance in 32 days. Nothing went wrong. ,,
A flawless trip in a car that left me ,,
extremely impressed. I'd buy a new one ,,
in a heartbeat.,,
7917,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.875
7918,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.875
7919,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.625
7920,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
American Specs.  We live in Europe and ,,
this car is really great on the ,,
European roads.  It gets great gas ,,
mileage and is fun to drive.,,
7921,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),3.875
7922,2002 Volkswagen Passat Wagon GLS V6 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.625
7923,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),4.5
7924,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.5
7925,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.75
7926,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
worst.  Dealerships (both I've been to) ,,
are the worst.  Reliability is not ,,
great.  A lemon.  Can't wait to sell.,,
7927,2002 Volkswagen Passat Wagon W8 4Motion AWD 4dr Wagon (4.0L 8cyl 5A),
date .,,
7928,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),3.625
7929,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.125
7930,2002 Volkswagen Passat Wagon GLX 4Motion AWD 4dr Wagon (2.8L 6cyl 5A),4.5
7931,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),3.25
7932,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
roof rack material.  I have had 4 ,,
hubcaps come off after 2 different VW ,,
dealerships did maintenance and rotated ,,
my tires.  I also had a plastic piece ,,
of my roof rack fall off.  It is normal ,,
now to look around my car to see if ,,
everything is in place before I drive ,,
it.  Is this Quality?,,
7933,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
half and have only had one problem that ,,
was immediately replaced through ,,
recall.  This car runs great and is a ,,
pleasure to drive.  I especially like ,,
the interior layout and amount of room.,,
7934,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),
zippy yet it sips gas.  Its very ,,
comfortable and the monsoon sound ,,
system is awesome.  With snow tires ,,
its great in the snow.  Its the best ,,
car I ever owned.,,
7935,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),4.875
7936,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.625
7937,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),4.625
7938,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5M),4.75
7939,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5M),
 1.  I  loved the Keyless entry that I had ,,
on my '95 Taurus. It is a wonderful ,,
item to guard against locking your ,,
keys in the car but still able to get into  ,,
the car.,,
2.  I liked the way  the Taurus ,,
headlights turned off automatically ,,
after getting out of the car & walking ,,
away.,,
7940,2002 Volkswagen Passat Wagon GLS V6 4dr Wagon (2.8L 6cyl 5M),4
7941,2002 Volkswagen Passat Wagon GLS 1.8T 4dr Wagon (1.8L 4cyl Turbo 5M),2.75
7942,2002 Volkswagen Passat Wagon GLX 4dr Wagon (2.8L 6cyl 5M),2.375
7943,2002 Volkswagen Passat Sedan GLS V6 4dr Sedan (2.8L 6cyl 5A),3
7944,2002 Volkswagen Passat Sedan GLS V6 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),5
7945,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),5
7946,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4
7947,2002 Volkswagen Passat Sedan GLX 4dr Sedan (2.8L 6cyl 5M),4
7948,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4.375
7949,2002 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),4.625
7950,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4.875
7951,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4.875
7952,2002 Volkswagen Passat Sedan GLX 4dr Sedan (2.8L 6cyl 5A),4.625
7953,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4.5
7954,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),3.75
7955,2002 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),4.5
7956,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4.25
7957,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),5
7958,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),4.75
7959,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),4.125
7960,2002 Volkswagen Passat Sedan GLS V6 4dr Sedan (2.8L 6cyl 5A),3
7961,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),3
7962,2002 Volkswagen Passat Sedan GLX 4dr Sedan (2.8L 6cyl 5M),4.5
7963,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5A),4.125
7964,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),5
7965,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),3.5
7966,2002 Volkswagen Passat Sedan GLX 4dr Sedan (2.8L 6cyl 5A),3.375
7967,2002 Volkswagen Passat Sedan GLX 4dr Sedan (2.8L 6cyl 5M),4.5
7968,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),5
7969,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),4.875
7970,2002 Volkswagen Passat Sedan GLS 1.8T 4dr Sedan (1.8L 4cyl Turbo 5M),3.875
7971,2002 Volkswagen Passat Sedan GLX 4dr Sedan (2.8L 6cyl 5M),4.5
7972,2002 Volkswagen Passat Sedan GLS V6 4dr Sedan (2.8L 6cyl 5M),4.75
7973,2002 Volkswagen Passat Sedan GLS V6 4dr Sedan (2.8L 6cyl 5M),3.625
7974,2002 Volkswagen Passat Sedan GLX 4Motion AWD 4dr Sedan (2.8L 6cyl 5A),4.375
